partNumber , punctuatedPartNumber , partStatusDescription , partDescription , unitOfMeasure , brandName , supplierNumber , specialInstructions , baseDealerPrice , yourDealerPrice , baseRetailPrice , originalRetailPrice , partImage , productId , productName , productImage , bullet1 , bullet2 , bullet3 , bullet4 , bullet5 , bullet6 , bullet7 , bullet8 , bullet9 , bullet10 , bullet11 , bullet12 , bullet13 , bullet14 , bullet15 , bullet16 , bullet17 , bullet18 , bullet19 , bullet20 , bullet21 , bullet22 , bullet23 , bullet24
JTR135039 , JTR1350-39 , STANDARD , Sprocket - Rear - Honda - 39-Tooth , Each , JT SPROCKETS , JTR1350.39 ,  , 16 , 16 , 26.95 , 27.95 , http://asset.lemansnet.com/z/LzkvMC80LzkwNEE4OEUzLTBBQTctNDkyMy04Q0JFLTQ2NjAxRUZFOTQwOQ== , 1511187773 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR135340 , JTR1353-40 , STANDARD , Sprocket - Rear - Honda - 40-Tooth , Each , JT SPROCKETS , JTR1353.40 ,  , 15.8 , 15.8 , 26.95 , 26.95 , http://asset.lemansnet.com/z/L0MvOS9FL0M5RTRDQjU5LUREODQtNEUxNi05RUQxLTRFODEwQkZENEEwQw== , 1000132926 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR121447 , JTR1214-47 , STANDARD , Sprocket - Rear - Honda - 47-Tooth , Each , JT SPROCKETS , JTR1214.47 ,  , 10.8 , 10.8 , 18.95 , 18.95 , http://asset.lemansnet.com/z/L0YvRC9DL0ZEQzc5Nzg0LUY5NDAtNDU3RC05MjVGLTkzMkIyNTE4MzZDNA== , 1230105153 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR148642 , JTR1486-42 , STANDARD , Sprocket - Rear - Honda - 42-Tooth , Each , JT SPROCKETS , JTR1486.42 ,  , 18.3 , 18.3 , 30.95 , 31.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvRi9BLzkvRkE5RTVENzMtMjA4OC00QjhELThFNDEtOEZBNURDOTQxNjY3 , 756015256 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR133436 , JTR1334-36 , STANDARD , Sprocket - Rear - Honda - 36-Tooth , Each , JT SPROCKETS , JTR1334.36 ,  , 20.6 , 20.6 , 34.95 , 34.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvRi81LzUvRjU1NjlFNEUtQ0YxNi00NDQ2LTk2OUUtQjc4OTgzQzcxQjJB , 79372467 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR133440 , JTR1334-40 , STANDARD , Sprocket - Rear - Honda - 40-Tooth , Each , JT SPROCKETS , JTR1334.40 ,  , 25.7 , 25.7 , 42.95 , 42.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvRi83LzYvRjc2NDA5NDQtNEYyQi00NkE4LUIzNEUtMDRCQUE0MkMyNTBD , 1457005393 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR133442 , JTR1334-42 , STANDARD , Sprocket - Rear - Honda - 42-Tooth , Each , JT SPROCKETS , JTR1334.42 ,  , 28.8 , 28.8 , 48.95 , 48.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvRi8xLzkvRjE5RUIxNzMtNUE5RC00NTk3LTkwQTAtOUY1QURBN0ZCNUU0 , 555136286 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR133443 , JTR1334-43 , STANDARD , Sprocket - Rear - Honda - 43-Tooth , Each , JT SPROCKETS , JTR1334.43 ,  , 28.8 , 28.8 , 48.95 , 48.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvQi82LzIvQjYyOTMwQkQtN0YyOS00RjA0LThFOTgtRUMyNUJEMTAyMkQy , 575117944 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR135140 , JTR1351-40 , STANDARD , Sprocket - Rear - Honda - 40-Tooth , Each , JT SPROCKETS , JTR1351.40 ,  , 16.8 , 16.8 , 28.95 , 28.95 , http://asset.lemansnet.com/z/LzkvNC8yLzk0MkNDQzlFLUY3OTktNDZGNC05QUEzLTc2MTQzNUYxNkZCQw== , 566764579 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR21046 , JTR210-46 , STANDARD , Sprocket - Rear - Honda - 46-Tooth , Each , JT SPROCKETS , JTR210.46 ,  , 19.5 , 19.5 , 32.95 , 32.95 , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNSwvMS9FLzMvMUUzOTU4NEItRDI0NS00NERGLUFGQTYtMUQyRDVFMjVGNTFC , 513835525 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR21547 , JTR215-47 , STANDARD , Sprocket - Rear - Honda - 47-Tooth , Each , JT SPROCKETS , JTR215.47 ,  , 11.9 , 11.9 , 19.95 , 20.95 , http://asset.lemansnet.com/z/LzEvOS8wLzE5MEZBRTY4LUREQjEtNERFNC04NDhDLUIzMDIxQUIxNkMxNQ== , 1772626531 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
JTR21755 , JTR217-55 , STANDARD , Sprocket - Rear - Honda - 55-Tooth , Each , JT SPROCKETS , JTR217.55 ,  , 16.6 , 16.6 , 27.95 , 28.95 , http://asset.lemansnet.com/z/L0UvMS81L0UxNUU2MTYzLTFGQjUtNEJEMy1CRDVGLTE2Q0JEMzEzRUVDMQ== , 878773322 , Sprocket — Honda , http://asset.lemansnet.com/z/LzkvOC9FLzk4RUZBOEI1LUUyRDAtNDcwMy04QUU5LTM1QjdBQTlBNzlGNQ== , Computer designed to achieve ultimate strength at minimum weight , JT combines leading-edge technology with top materials to produce the ultimate quality sprocket range with unbeatable value , Every sprocket meets or exceeds the highest possible quality standards , Sprockets are heat-treated and beadblasted to reduce material surface tension , Front sprockets are made with top-quality Japanese C45 high carbon steel and SCM415 chromoly steel alloy , Steel rear sprockets are made with top-quality Japanese C45 high carbon steel , Aluminum rear sprockets are made with high strength Austrian 7075 T-6 anodized aluminum , JT aluminum sprockets are about 30% lighter than a comparable steel equivalent which reduces un-sprung rotating weight and improves performance ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
